,accommodates,price,host_total_listings_count,review_scores_rating,latitude,longitude,availability_365,distance_to_center,instant_bookable,room_type
34841,2.0,45.0,10.0,4.86,40.67194,-73.93588,364,7.45219288855539,f,Private room
34842,2.0,45.0,10.0,4.86,40.67194,-73.93588,364,7.45219288855539,f,Private room
34843,2.0,221.0,1.0,5.0,40.65927,-73.95984,85,7.1058462130225575,f,Private room
34845,2.0,55.0,1.0,5.0,40.69228,-73.84172,334,14.03507584382471,f,Entire home/apt
34846,1.0,37.0,3.0,5.0,40.69713,-73.92431,90,7.102328967084647,f,Private room
34847,5.0,288.0,2.0,4.86,40.68589,-73.91375,363,8.33094563790268,f,Entire home/apt
34848,2.0,213.0,1.0,4.86,40.701542285245246,-73.89843362313077,364,9.153132494578621,f,Private room
34849,2.0,203.0,1.0,4.86,40.68932,-73.99057,339,2.9103520537615277,f,Entire home/apt
34850,1.0,53.0,222.0,4.86,40.76019,-73.98989,131,5.449595846820546,f,Entire home/apt
34852,2.0,500.0,1.0,4.86,40.76253394447422,-73.96756876992016,362,6.415901157521647,f,Entire home/apt
34853,2.0,217.0,1.0,4.82,40.63617,-74.00999,268,8.5194693865662,t,Private room
34854,2.0,64.0,3.0,4.86,40.65285,-73.82966,273,16.293207065817985,f,Private room
34855,2.0,104.0,6.0,4.86,40.806,-73.95121,322,11.35220500382453,f,Entire home/apt
34862,2.0,366.0,18.0,4.63,40.7543486,-73.993907,93,4.739105046649649,t,Private room
34867,2.0,64.0,1.0,5.0,40.800197,-73.955758,322,10.607370256016885,f,Private room
34869,4.0,50000.0,574.0,4.86,40.71703,-73.99518,309,1.0309084160564097,t,Hotel room
34870,2.0,279.0,5.0,4.86,40.737829,-73.95635759999999,263,5.030001562724393,t,Entire home/apt
34871,2.0,300.0,3.0,3.78,40.75009,-73.98424,264,4.541582465786125,t,Private room
34872,2.0,287.0,3.0,5.0,40.74981,-73.98302,265,4.555881698419302,t,Private room
34873,2.0,46.0,2.0,4.86,40.83242,-73.90655,361,15.725382426909135,f,Private room
34874,2.0,52.0,1.0,4.86,40.69173,-73.86245,365,12.3254154807437,f,Private room
34875,2.0,80.0,19.0,4.86,40.67845,-73.91106,336,8.866399555530041,f,Private room
34876,2.0,167.0,1.0,4.86,40.68257020628538,-73.94490938196654,365,6.146763483337955,f,Private room
34877,2.0,55.0,1.0,4.86,40.85278,-73.8641,365,19.628825303756773,f,Private room
34878,2.0,115.0,2.0,4.86,40.6663562,-73.88985509999999,365,11.06834932026965,f,Private room
34879,6.0,250.0,29.0,4.86,40.75963,-73.99252,365,5.337763505773853,t,Entire home/apt
34880,5.0,304.0,29.0,3.0,40.75622,-73.99306,365,4.957738865298012,t,Entire home/apt
34881,1.0,74.0,2.0,4.86,40.7696681505363,-73.91099624810269,364,10.206395649669822,f,Private room
34882,6.0,170.0,49.0,4.86,40.74505,-73.97328,286,4.530545943000459,f,Entire home/apt
34883,2.0,377.0,3.0,4.86,40.74821,-73.98292,245,4.399244334859485,t,Private room
34884,1.0,36.0,9.0,4.86,40.64234,-73.98176,352,8.089655854383832,f,Private room
34885,4.0,146.0,1.0,4.86,40.6594445,-73.8329463,365,15.749791134589053,f,Entire home/apt
34887,3.0,243.0,3.0,4.86,40.71922,-73.95781,335,4.126388904502525,f,Entire home/apt
34888,1.0,32.0,58.0,5.0,40.79923,-73.95395,293,10.571141041692554,f,Shared room
34889,2.0,83.0,58.0,4.86,40.80199,-73.96727,365,10.448203243456634,f,Private room
34890,1.0,151.0,28.0,4.86,40.71442,-73.98883,353,1.460595667026691,t,Private room
34891,2.0,153.0,125.0,5.0,40.76998,-73.95447,255,7.70620786894247,f,Entire home/apt
34892,3.0,168.0,2.0,4.86,40.80384,-73.9356,362,11.739498382572478,f,Entire home/apt
34893,2.0,156.0,3.0,4.86,40.77159,-73.90389,364,10.810356825059648,f,Private room
34894,4.0,143.0,3.0,5.0,40.7641661,-73.9377514,271,8.11125761764494,t,Entire home/apt
34895,5.0,242.0,1.0,4.86,40.74942,-73.99515,275,4.181409790683885,f,Entire home/apt
34896,4.0,145.0,3.0,5.0,40.74125,-73.88445,324,10.723588421988364,f,Entire home/apt
34897,2.0,50000.0,574.0,4.86,40.71703,-73.99518,270,1.0309084160564097,t,Hotel room
34898,2.0,105.0,5.0,5.0,40.68428447529241,-73.93851447362184,104,6.510364199069492,t,Shared room
34899,2.0,342.0,5.0,4.0,40.7486839,-73.977654,153,4.657875741662379,t,Entire home/apt
34900,3.0,278.0,1127.0,4.86,40.69470291518975,-73.98363183603273,175,2.752703048601589,t,Entire home/apt
34901,2.0,98.0,1.0,4.86,40.63209,-74.11483,31,12.83025881100315,f,Entire home/apt
34902,2.0,187.0,1.0,5.0,40.6827033030825,-73.92437601076045,207,7.649493767348854,f,Private room
34903,3.0,81.0,38.0,4.86,40.74561,-73.82627,364,15.581077537852437,f,Entire home/apt
34905,4.0,253.0,8.0,4.86,40.61984,-74.03125,364,10.545699287210759,f,Entire home/apt
34906,4.0,467.0,60.0,4.86,40.7208245,-74.00260899999999,357,0.9449403643947959,t,Entire home/apt
34907,2.0,346.0,5.0,4.86,40.7226285,-73.9945497,292,1.4648024842983414,t,Entire home/apt
34908,4.0,370.0,5.0,4.86,40.7296923,-73.9523578,251,4.899588693885626,t,Entire home/apt
34909,1.0,56.0,3.0,4.86,40.7044927,-73.8189548,365,15.793849297509626,t,Private room
34910,4.0,200.0,1.0,4.86,40.6446546,-73.9700912,364,8.153123169600722,t,Entire home/apt
34911,4.0,361.0,202.0,4.86,40.7321324,-74.0047884,332,2.16013517101419,f,Entire home/apt
34912,5.0,367.0,202.0,5.0,40.73401,-73.98165399999999,322,3.132829318354153,f,Entire home/apt
34913,4.0,185.0,1.0,4.86,40.76207,-73.92323,147,8.874236481289678,t,Entire home/apt
34918,2.0,142.0,4.0,4.86,40.68275,-73.77974,330,19.36485696886429,t,Private room
34919,1.0,115.0,1.0,4.86,40.67808,-73.91192,89,8.818908386882601,f,Private room
34920,1.0,79.0,11.0,4.86,40.63295084805226,-74.01942954823478,269,8.942672239268964,f,Private room
34921,1.0,58.0,1422.0,4.86,40.66022723169003,-73.95423880839262,53,7.289673849643736,t,Private room
34922,2.0,353.0,2.0,4.75,40.75613,-73.99216,267,4.965257541659642,t,Private room
34923,3.0,101.0,4.0,4.86,40.75323983442416,-73.93547190408474,336,7.458035434563188,f,Entire home/apt
34924,6.0,62.0,6.0,4.86,40.77382,-73.77266,61,20.7997812646989,f,Private room
34925,2.0,207.0,281.0,4.86,40.708274,-74.01409249999999,364,0.8419051107617058,f,Private room
34926,2.0,207.0,281.0,4.86,40.70827,-74.01409,364,0.8419965202750477,f,Private room
34927,2.0,140.0,1.0,4.86,40.67810504645007,-73.92108332365751,83,8.129686375703821,f,Private room
34928,2.0,207.0,281.0,4.86,40.708274,-74.01409249999999,364,0.8419051107617058,f,Private room
34929,2.0,207.0,281.0,4.86,40.708274,-74.01409249999999,364,0.8419051107617058,f,Private room
34930,2.0,207.0,281.0,4.86,40.708274,-74.01409249999999,364,0.8419051107617058,f,Private room
34931,2.0,200.0,2.0,4.86,40.69851130155726,-73.99629513310023,30,1.7805501346805175,f,Entire home/apt
34932,4.0,1793.0,42.0,4.86,40.76365192759978,-73.97489655396977,287,6.239993052996125,t,Private room
34934,2.0,1380.0,42.0,4.86,40.76503113926779,-73.97488347018725,282,6.379927909803749,t,Private room
34935,1.0,46.0,9.0,4.86,40.64172,-73.98152,54,8.161476635484666,t,Private room
34936,2.0,105.0,1.0,4.86,40.6932,-73.91747,365,7.773526517332093,f,Private room
34942,2.0,306.0,5.0,4.86,40.6821152,-73.98021469999999,167,4.039579330762635,t,Entire home/apt
34943,2.0,410.0,5.0,4.86,40.7617008,-73.99962280000001,244,5.472084911901854,t,Entire home/apt
34944,4.0,417.0,5.0,4.86,40.71062879999999,-73.95900309999999,365,3.969327472608126,t,Entire home/apt
34945,2.0,73.0,10.0,4.86,40.6507533,-74.0102394,335,6.900482945467529,t,Private room
34946,2.0,59.0,6.0,4.86,40.6866703,-73.871597,303,11.69617754162868,f,Private room
34947,2.0,299.0,5.0,4.86,40.77708639999999,-73.98878069999999,306,7.302114695650376,t,Entire home/apt
34948,2.0,63.0,6.0,4.86,40.68646942323461,-73.87165758758783,336,11.696801530916094,f,Private room
34949,2.0,115.0,1.0,4.86,40.636,-73.97117,365,9.023668072422476,f,Private room
34950,3.0,221.0,11.0,4.86,40.67576,-73.97707,364,4.7804483331080885,f,Entire home/apt
34951,1.0,32.0,6.0,4.86,40.73864,-73.8649,53,12.235602155523862,f,Shared room
34952,1.0,441.0,5.0,4.86,40.71062879999999,-73.95900309999999,310,3.969327472608126,t,Entire home/apt
34953,4.0,69.0,2.0,4.86,40.633227,-73.910273,337,11.97262343261215,t,Private room
34954,3.0,200.0,2.0,4.5,40.74751,-73.97598,125,4.622041686982162,t,Entire home/apt
34956,3.0,152.0,5.0,4.86,40.71167,-73.99442,178,0.9843609967995318,t,Entire home/apt
34957,1.0,92.0,4.0,5.0,40.70117541713315,-73.98782269324634,239,2.000439929628913,f,Private room
34958,4.0,147.0,2.0,4.86,40.7720971,-73.948542,150,8.18685756674864,f,Entire home/apt
34959,2.0,325.0,5.0,4.86,40.794871,-73.97081100000001,306,9.603170680533976,t,Entire home/apt
34960,1.0,60.0,34.0,4.86,40.6873,-73.91704,278,8.015899929540593,t,Private room
34961,2.0,150.0,261.0,4.86,40.7191366,-73.99476729999999,335,1.1859394481836207,f,Entire home/apt
34962,2.0,42.0,5.0,4.86,40.87659226582444,-73.91017468864531,170,19.927147582749377,f,Private room
34963,1.0,75.0,222.0,5.0,40.74944,-73.9959,192,4.170206125835603,f,Entire home/apt
34964,1.0,61.0,222.0,4.86,40.75953976589982,-73.98987711733552,186,5.379882210005382,f,Entire home/apt
34965,1.0,65.0,24.0,4.86,40.79886,-73.9422,364,10.982689340644473,f,Private room
34966,4.0,273.0,4.0,5.0,40.7550775,-73.9810571,273,5.157255963532583,t,Entire home/apt
34967,4.0,273.0,4.0,5.0,40.75508,-73.98106,297,5.157410151091958,t,Entire home/apt
34968,4.0,273.0,4.0,4.84,40.75508,-73.98106,314,5.157410151091958,t,Entire home/apt
34969,2.0,200.0,3.0,4.64,40.75554,-73.94316,264,7.121086087746224,t,Private room
34970,4.0,227.0,3.0,4.73,40.75762,-73.94313,246,7.279513383935217,t,Private room
34971,2.0,435.0,3.0,4.86,40.75765,-73.94154,267,7.379851317780124,t,Private room
34972,1.0,68.0,2.0,5.0,40.69867,-73.92984,48,6.60861041127902,f,Private room
34974,2.0,120.0,11.0,4.86,40.66381,-73.98444,358,5.735570625256311,f,Entire home/apt
34975,2.0,131.0,6.0,4.86,40.76376355753376,-73.7743676668575,179,20.325124666039997,f,Private room
34976,10.0,1165.0,8.0,4.86,40.74374,-73.99109,334,3.670553705903557,t,Entire home/apt
34977,1.0,76.0,3.0,4.86,40.64562,-74.01212,364,7.479816870819393,f,Private room
34978,1.0,42.0,53.0,3.0,40.67885,-73.90845,276,9.046929883120194,f,Private room
34979,4.0,146.0,2.0,5.0,40.68847,-73.95104,335,5.362234685634309,f,Entire home/apt
34980,2.0,376.0,5.0,4.86,40.7580426,-73.9626979,279,6.2216967041672895,t,Entire home/apt
34981,2.0,58.0,7.0,4.86,40.5668449,-73.8715429,356,19.795846220020636,f,Private room
34982,3.0,258.0,10.0,4.86,40.72969,-73.98839,362,2.4007357606524207,f,Entire home/apt
34983,3.0,58.0,7.0,4.86,40.5668449,-73.8715429,145,19.795846220020636,f,Entire home/apt
34984,5.0,109.0,7.0,4.86,40.5668449,-73.8715429,364,19.795846220020636,f,Entire home/apt
34985,3.0,99.0,26.0,4.86,40.75475,-73.83198,274,15.390318955357113,t,Entire home/apt
34987,2.0,120.0,4.0,5.0,40.8091945,-73.95240849999999,100,11.638045177235556,f,Private room
34988,2.0,92.0,1.0,4.86,40.5910227,-73.7890281,365,22.76463843510806,f,Entire home/apt
34989,4.0,218.0,9.0,4.86,40.72577224180999,-73.93956556678187,300,5.784915501272619,f,Entire home/apt
34990,6.0,444.0,60.0,4.86,40.67974,-73.96238,216,5.19497371024043,f,Entire home/apt
34991,6.0,960.0,5.0,4.86,40.71670807928552,-74.00845012107942,365,0.48782058504183556,t,Entire home/apt
34992,2.0,153.0,125.0,4.86,40.76922,-73.95647,335,7.542013502366681,f,Entire home/apt
34993,1.0,55.0,34.0,4.86,40.68827651287316,-73.91710186584483,335,7.9732913979869355,t,Private room
34994,1.0,55.0,34.0,4.86,40.68729315816461,-73.91886989786833,335,7.8720153866856215,t,Private room
34995,4.0,64.0,3.0,4.86,40.6961398,-73.9234457,263,7.200466976710785,t,Entire home/apt
34996,5.0,285.0,1.0,5.0,40.6108644,-73.9570832,0,12.05528408881704,f,Entire home/apt
34997,2.0,150.0,3.0,4.86,40.71645,-73.98789,175,1.582699359411843,f,Private room
34998,5.0,210.0,23.0,4.0,40.66582,-73.98876,334,5.415041497657616,f,Entire home/apt
34999,2.0,107.0,1.0,5.0,40.7947275,-73.9417213,274,10.604980997601922,f,Entire home/apt
35000,2.0,357.0,3.0,4.18,40.76343,-73.97695,270,6.1466589815559844,t,Private room
35001,2.0,370.0,3.0,4.44,40.7615,-73.9766,271,5.96264473259174,t,Private room
35003,3.0,130.0,1.0,4.86,40.71492759048354,-73.96019662467789,314,3.8694725302166457,f,Entire home/apt
35004,2.0,279.0,1127.0,4.86,40.76088427656858,-73.98550757766253,345,5.626590647932329,t,Entire home/apt
35005,1.0,67.0,2.0,4.86,40.79203,-73.94517,365,10.199255926741582,f,Private room
35006,4.0,199.0,27.0,4.86,40.76449,-73.97663,359,6.265540503425019,t,Entire home/apt
35007,3.0,220.0,2.0,4.86,40.66075,-73.94949,173,7.491347320223262,f,Entire home/apt
35008,2.0,103.0,19.0,4.86,40.7560223,-73.8674394,89,12.62951160872402,f,Private room
35009,1.0,61.0,53.0,4.86,40.6788,-73.90778,227,9.100621814487182,t,Private room
35010,1.0,70.0,26.0,4.86,40.68962344526099,-73.9080895437093,342,8.645594276358137,t,Private room
35011,1.0,61.0,26.0,4.86,40.68881181882638,-73.91044272164426,342,8.48429019717861,t,Private room
35012,10.0,1202.0,3.0,5.0,40.76514176916754,-73.96755405737095,277,6.66838582572984,t,Private room
35013,10.0,1257.0,3.0,5.0,40.76375,-73.97029,325,6.422372924316874,t,Private room
35014,4.0,273.0,4.0,5.0,40.75508,-73.98106,313,5.157410151091958,t,Entire home/apt
35015,8.0,250.0,25.0,4.86,40.76093,-73.88576,358,11.462316728976171,f,Entire home/apt
35016,1.0,34.0,58.0,3.0,40.79752666164599,-73.96431760088383,314,10.062055764268884,f,Shared room
35017,1.0,36.0,58.0,4.86,40.79554,-73.96372,314,9.87341539551929,f,Shared room
35018,2.0,160.0,1.0,4.86,40.80023344674856,-73.9599324996504,365,10.475777930329494,f,Private room
35019,3.0,202.0,5.0,4.86,40.76120323367159,-73.96507764396547,60,6.399278031838806,f,Entire home/apt
35020,3.0,333.0,9.0,5.0,40.73703,-73.98118,294,3.4179135824858866,f,Entire home/apt
35021,2.0,72.0,222.0,5.0,40.74963,-73.99635,157,4.183342450133662,f,Entire home/apt
35022,2.0,72.0,222.0,4.86,40.74962,-73.99792,139,4.158516102289642,f,Entire home/apt
35023,1.0,43.0,26.0,4.86,40.69005,-73.90957,304,8.51231515672594,t,Shared room
35025,1.0,53.0,222.0,4.86,40.76103,-73.98972,132,5.543627056969569,f,Entire home/apt
35026,10.0,457.0,1.0,4.6,40.74335,-73.91689,151,8.245993380129542,f,Entire home/apt
35027,14.0,351.0,1.0,4.86,40.8363,-73.9398,364,14.828757071885253,f,Entire home/apt
35028,1.0,61.0,27.0,4.86,40.69454,-73.93389,308,6.407421300858085,t,Private room
35029,1.0,61.0,43.0,4.86,40.69444693529972,-73.93258332803525,308,6.515256063958978,t,Private room
35030,6.0,132.0,3.0,4.86,40.84388,-73.93982,365,15.612264444495494,t,Entire home/apt
35031,2.0,230.0,24.0,4.86,40.70766715666966,-74.00501667859201,364,0.5690099958690097,f,Entire home/apt
35032,1.0,43.0,53.0,5.0,40.67913,-73.90835,140,9.041670888556743,f,Private room
35033,2.0,132.0,222.0,4.86,40.74539,-73.99722,211,3.70668313542661,f,Entire home/apt
35034,1.0,68.0,222.0,4.86,40.73124,-73.99892,227,2.143514659016159,f,Entire home/apt
35035,2.0,140.0,222.0,4.86,40.74759,-73.97734,293,4.567847222813793,f,Entire home/apt
35036,1.0,144.0,10.0,4.86,40.75383170000001,-73.99820749999999,305,4.617614647623633,t,Private room
35037,4.0,99.0,3.0,4.86,40.67342,-73.9162,365,8.743208766877656,f,Private room
35038,3.0,79.0,3.0,4.86,40.67842,-73.90948,365,8.988266453030338,f,Private room
35039,3.0,93.0,2.0,4.86,40.8155575,-73.9414651,90,12.66068562768256,f,Private room
35040,1.0,48.0,2.0,4.86,40.70478,-73.82542,169,15.24793094245078,f,Private room
35041,2.0,406.0,8.0,4.38,40.75199911170677,-73.98355970621964,209,4.75903480015455,t,Private room
35042,1.0,102.0,1.0,5.0,40.81033,-73.95238,168,11.755427828409992,f,Private room
35043,4.0,230.0,3.0,4.86,40.7754086,-73.9544275,365,8.21371892759609,t,Entire home/apt
35044,2.0,348.0,5.0,4.86,40.7499484,-73.94033139999999,228,6.9108988505723525,t,Entire home/apt
35045,4.0,409.0,5.0,4.86,40.7153294,-73.9553605,266,4.279114072693793,t,Entire home/apt
35046,2.0,263.0,5.0,4.86,40.68206869999999,-73.9674302,296,4.712069134874139,t,Entire home/apt
35047,2.0,414.0,8.0,5.0,40.75064,-73.98511,209,4.568829411393314,t,Private room
35048,2.0,559.0,8.0,4.86,40.75055894622746,-73.98523370244534,209,4.556499359049919,t,Private room
35050,2.0,755.0,8.0,5.0,40.75159,-73.98506,182,4.668062789909764,t,Private room
35051,2.0,426.0,8.0,4.86,40.74982412526097,-73.98463570771099,208,4.501107849408771,t,Private room
35052,4.0,763.0,8.0,5.0,40.75144,-73.98494,208,4.656474410127829,t,Private room
35053,2.0,276.0,5.0,4.86,40.68206869999999,-73.9674302,291,4.712069134874139,t,Entire home/apt
35054,3.0,102.0,2.0,4.86,40.70442,-73.90599,364,8.481569241918695,f,Private room
35055,8.0,1009.0,15.0,4.86,40.78785,-73.98112,363,8.61239420227358,f,Entire home/apt
35056,2.0,71.0,5.0,4.86,40.85115,-73.84839,359,20.323428458975602,t,Private room
35058,2.0,153.0,1.0,4.86,40.80078,-73.96029,365,10.521184405238795,f,Private room
35059,8.0,457.0,128.0,4.86,40.6858491,-73.9553957,61,5.209881141557449,f,Entire home/apt
35060,1.0,62.0,1.0,4.86,40.64700770594772,-74.01854265886543,334,7.383734249105457,f,Private room
35061,1.0,64.0,43.0,5.0,40.70107,-73.91543,318,7.74486239215338,t,Private room
35062,1.0,65.0,34.0,4.86,40.69985,-73.91524,365,7.784530382339074,t,Private room
35063,4.0,583.0,8.0,4.0,40.75022621978831,-73.98508362175697,209,4.527278545124296,t,Private room
35064,2.0,55.0,4.0,4.86,40.64486807263162,-74.00160441230943,350,7.554852510493409,f,Private room
35065,8.0,280.0,3.0,4.86,40.76529741707041,-73.9776249602437,139,6.315887808403558,f,Entire home/apt
35066,8.0,250.0,6.0,4.86,40.7963726,-73.9732822,87,9.700906719081766,f,Entire home/apt
35067,4.0,126.0,1.0,5.0,40.65962,-73.99739,293,5.949964920075331,f,Entire home/apt
35068,6.0,195.0,1.0,4.86,40.6919697,-73.9041769,300,8.889634893956229,f,Entire home/apt
35075,16.0,1254.0,2.0,4.86,40.76923883281047,-73.93249091724796,315,8.823532104947969,t,Entire home/apt
35076,4.0,606.0,38.0,4.86,40.78071,-73.98103,235,7.846801375130078,t,Entire home/apt
35077,4.0,479.0,414.0,4.86,40.7324978,-73.9965769,305,2.3377591392190187,f,Entire home/apt
35078,4.0,636.0,414.0,5.0,40.7324978,-73.9965769,299,2.3377591392190187,f,Entire home/apt
35079,4.0,330.0,11.0,3.0,40.7563378,-73.98221699999999,180,5.2473997998160895,f,Entire home/apt
35080,3.0,290.0,11.0,4.86,40.7563378,-73.98221699999999,365,5.2473997998160895,f,Entire home/apt
35081,5.0,383.0,29.0,4.86,40.76578,-73.99427,365,5.981521927949986,t,Entire home/apt
35082,2.0,160.0,3.0,4.86,40.74825319933502,-73.94343004099673,31,6.5889725584337775,f,Entire home/apt
35083,2.0,122.0,1.0,4.86,40.66176,-73.72908,364,24.028217846503132,f,Private room
35085,2.0,520.0,9.0,4.86,40.71943,-73.98234,164,2.1299732286564854,t,Entire home/apt
35087,5.0,375.0,5.0,4.86,40.70709,-74.00199,365,0.7128446647921234,f,Entire home/apt
35088,2.0,50.0,3.0,2.0,40.64369,-74.00088,345,7.688890740253541,f,Private room
35089,4.0,105.0,3.0,4.86,40.81852,-73.94575,327,12.811714136888854,f,Entire home/apt
35090,8.0,477.0,202.0,4.86,40.7338958,-73.981368,293,3.1391443228061755,t,Entire home/apt
35091,8.0,180.0,30.0,4.86,40.66059205378565,-73.9300437005245,333,8.6395406936342,t,Entire home/apt
35092,1.0,67.0,222.0,4.86,40.75113,-73.99687,116,4.339068173566285,f,Entire home/apt
35093,2.0,392.0,128.0,4.86,40.6922,-73.99667,234,2.414736080834919,f,Entire home/apt
35095,4.0,204.0,1.0,5.0,40.64191578435212,-73.94435255039042,151,9.436054149409905,f,Private room
35096,4.0,266.0,2.0,4.86,40.698401,-73.9323332,300,6.411985077169138,t,Entire home/apt
35098,2.0,517.0,32.0,4.86,40.71036,-74.00952,150,0.39573022841846817,t,Private room
35099,4.0,159.0,2.0,4.86,40.67936,-73.96323,306,5.174698558967134,t,Entire home/apt
35100,4.0,526.0,5.0,4.86,40.7141,-73.99174,365,1.2127990349895297,f,Shared room
35101,1.0,50.0,4.0,4.86,40.71779413297723,-73.80670127573556,355,16.80789049836821,f,Private room
35102,4.0,180.0,5.0,4.86,40.69864,-73.90735,67,8.463080695243825,f,Entire home/apt
35103,2.0,101.0,6.0,4.86,40.65138,-73.93518,285,9.067065833192698,t,Private room
35104,4.0,179.0,5.0,4.86,40.6762363,-73.9607901,285,5.56799526176574,t,Entire home/apt
35105,2.0,54.0,15.0,4.86,40.67957165086643,-73.93216638015357,151,7.235614313605512,f,Private room
35106,5.0,549.0,1.0,5.0,40.72341,-73.98986,307,1.8068080526526902,f,Entire home/apt
35107,1.0,53.0,222.0,5.0,40.76069,-73.99181,130,5.465767404925501,t,Entire home/apt
35108,1.0,53.0,222.0,3.0,40.75883,-73.99154,43,5.2693815805219995,f,Entire home/apt
35109,1.0,53.0,222.0,4.86,40.75917,-73.99197,244,5.297957781867578,f,Entire home/apt
35110,1.0,53.0,222.0,4.86,40.75917,-73.99019,50,5.333460612241516,f,Entire home/apt
35111,4.0,207.0,4.0,4.86,40.68436170643862,-73.94265156355134,351,6.203457784678198,f,Entire home/apt
35112,2.0,99.0,3.0,4.86,40.66488,-73.75084,344,22.163140543421257,f,Private room
35113,2.0,150.0,1.0,4.86,40.68150892107864,-73.84558059497697,365,13.963713371303562,f,Private room
35114,1.0,92.0,1.0,4.86,40.73711185503353,-73.9257043769857,142,7.29064523167751,f,Private room
35115,2.0,116.0,199.0,4.86,40.76311,-73.96197,354,6.719802608069832,f,Entire home/apt
35116,1.0,47.0,16.0,4.0,40.71318998013218,-73.99531203666606,335,0.9035693087802832,f,Private room
35117,8.0,1513.0,15.0,4.86,40.78843,-73.97972,362,8.704219126865766,f,Entire home/apt
35118,2.0,63.0,1.0,4.86,40.70756,-73.9413,274,5.484892854052116,f,Private room
35119,9.0,681.0,7.0,5.0,40.70814344095891,-74.00222725036345,335,0.6015183492213604,t,Private room
35120,8.0,585.0,7.0,5.0,40.70665177438569,-74.0020631584751,353,0.7533093636884912,t,Private room
35121,10.0,591.0,7.0,5.0,40.70787677406907,-74.00061923697311,339,0.7055873322090506,t,Private room
35122,14.0,585.0,7.0,5.0,40.70627,-74.00223,323,0.7857936120856042,t,Private room
35123,3.0,120.0,4.0,4.86,40.67403,-74.0099,121,4.315479073383603,f,Entire home/apt
35124,2.0,153.0,125.0,4.86,40.77147,-73.95657,320,7.747056744535963,f,Entire home/apt
35125,2.0,319.0,5.0,4.86,40.7486839,-73.977654,217,4.657875741662379,t,Entire home/apt
35126,2.0,421.0,5.0,4.86,40.7677253,-73.9915642,298,6.235424959936347,t,Entire home/apt
35127,6.0,180.0,1.0,5.0,40.81091,-73.94401,338,12.102054009381591,f,Private room
35128,2.0,447.0,5.0,4.86,40.7486839,-73.977654,360,4.657875741662379,t,Entire home/apt
35129,2.0,328.0,5.0,4.86,40.681919,-73.9669569,70,4.751691516463083,t,Entire home/apt
35131,1.0,38.0,38.0,4.86,40.6876,-73.92747,336,7.186793631333782,f,Private room
35132,1.0,54.0,2.0,4.86,40.79531,-73.94859,292,10.378769827745039,f,Private room
35133,1.0,44.0,3.0,4.86,40.6961398,-73.9234457,299,7.200466976710785,f,Private room
35134,2.0,137.0,38.0,5.0,40.74337,-73.82672,364,15.487772904942897,f,Entire home/apt
35135,2.0,85.0,4.0,4.86,40.68854681358382,-73.91473141222815,365,8.151449767724607,f,Private room
35136,1.0,80.0,7.0,4.86,40.69624104210195,-73.84617794305086,55,13.597633134603996,f,Private room
35137,2.0,395.0,2.0,4.75,40.70523,-74.01127,260,0.944098232737438,t,Private room
35138,2.0,409.0,2.0,4.33,40.70449407982341,-74.01317681703549,259,1.096669436817513,t,Private room
35139,6.0,1048.0,60.0,4.86,40.752235,-74.00387789999999,292,4.396656616128934,f,Entire home/apt
35140,2.0,176.0,1.0,4.86,40.71266,-73.96181,363,3.725826361593171,f,Entire home/apt
35142,2.0,52.0,4.0,4.86,40.68898657924585,-73.9224361628294,61,7.524019264008124,f,Private room
35143,2.0,214.0,2.0,4.86,40.7304298823468,-73.9891444502266,154,2.428123299458152,f,Entire home/apt
35144,2.0,312.0,1.0,4.86,40.71176,-73.96617,364,3.3600852203913076,f,Private room
35145,6.0,160.0,3.0,4.86,40.68698603840567,-73.91198346252945,319,8.427924047476404,f,Entire home/apt
35146,2.0,160.0,3.0,4.86,40.7123557,-73.96618649999999,270,3.3572100728552816,t,Entire home/apt
35148,2.0,82.0,1.0,4.86,40.70189,-73.92438,365,6.985883607073517,f,Private room
35149,8.0,265.0,27.0,4.86,40.74564,-73.98191,335,4.18553324381341,f,Entire home/apt
35150,4.0,507.0,5.0,4.86,40.7677253,-73.9915642,275,6.235424959936347,t,Entire home/apt
35152,2.0,116.0,14.0,4.86,40.76304562660343,-73.96351063407099,325,6.642972452561541,t,Entire home/apt
35153,3.0,457.0,10.0,4.86,40.7387728,-73.9987553,365,2.959951225991092,t,Entire home/apt
35154,3.0,454.0,10.0,4.86,40.73769,-73.99795,365,2.857634593842587,t,Entire home/apt
35155,2.0,49.0,3.0,3.0,40.5873175,-73.9689361,273,14.2915669148744,t,Private room
35156,1.0,60.0,4.0,4.86,40.82139,-73.95589,363,12.798832267658266,f,Private room
35157,2.0,312.0,5.0,4.86,40.77145609999999,-73.9551546,245,7.810529589661472,t,Entire home/apt
35158,5.0,172.0,5.0,4.86,40.67523,-73.9828,175,4.6061173606014565,t,Entire home/apt
35159,1.0,318.0,2.0,5.0,40.6806059,-73.9045612,365,9.26892314228559,f,Private room
35160,6.0,252.0,2.0,4.86,40.75180483701199,-73.97207695855579,106,5.2017002307437235,f,Entire home/apt
35161,4.0,320.0,11.0,4.86,40.7563378,-73.98221699999999,270,5.2473997998160895,f,Entire home/apt
35162,6.0,608.0,4.0,4.86,40.75933270000001,-73.99099919999999,333,5.334398879245173,f,Entire home/apt
35163,9.0,713.0,7.0,5.0,40.70843124001043,-74.00173084875955,336,0.598905181105269,t,Private room
